x, y dims for both T and DP
          14        2154
min interval, smoothing pts, hour avg interval
       3      21       1
 
Temperature Standard Deviations
    year   month     day    hour       1       2       3       4       5       6       7       8       9      10
      13       7      29      21    0.18    0.07    0.07    0.13    0.08    0.08    0.19    0.08    0.08    0.08
      13       7      29      22    0.17    0.12    0.11    0.13    0.09    0.10    0.14    0.13    0.14    0.08
      13       7      29      23    0.08    0.08    0.11    0.14    0.10    0.10    0.10    0.08    0.05    0.06
      13       7      30       0    0.07    0.13    0.07    0.08    0.05    0.09    0.22    0.06    0.05    0.05
      13       7      30       1    0.07    0.07    0.08    0.12    0.06    0.08    0.16    0.06    0.07    0.06
      13       7      30       2    0.11    0.09    0.10    0.12    0.06    0.06    0.16    0.08    0.09    0.08
      13       7      30       3    0.17    0.07    0.11    0.07    0.05    0.09    0.12    0.05    0.04    0.07
      13       7      30       4    0.09    0.06    0.07    0.05    0.05    0.09    0.16    0.04    0.08    0.09
      13       7      30       5    0.16    0.12    0.09    0.09    0.05    0.07    0.09    0.07    0.05    0.10
      13       7      30       6    0.17    0.11    0.13    0.12    0.09    0.14    0.08    0.07    0.12    0.05
      13       7      30       7    0.15    0.06    0.14    0.10    0.10    0.22    0.13    0.19    0.10    0.09
      13       7      30       8    0.09    0.10    0.18    0.12    0.12    0.13    0.24    0.06    0.11    0.07
      13       7      30       9    0.13    0.08    0.13    0.13    0.10    0.11    0.31    0.09    0.18    0.15
      13       7      30      10    0.24    0.12    0.17    0.14    0.17    0.17    0.34    0.13    0.19    0.17
      13       7      30      11    0.25    0.19    0.25    0.15    0.25    0.21    0.22    0.13    0.21    0.17
      13       7      30      12    0.26    0.21    0.20    0.17    0.15    0.19    0.20    0.21    0.20    0.18
      13       7      30      13    0.28    0.19    0.23    0.16    0.24    0.26    0.26    0.13    0.25    0.18
      13       7      30      14    0.26    0.24    0.21    0.28    0.18    0.24    0.43    0.18    0.31    0.19
      13       7      30      15    0.22    0.25    0.31    0.16    0.16    0.19    0.27    0.08    0.13    0.19
      13       7      30      16    0.26    0.20    0.14    0.19    0.12    0.20    0.31    0.11    0.21    0.15
      13       7      30      17    0.33    0.16    0.12    0.19    0.23    0.12    0.41    0.22    0.18    0.21
      13       7      30      18    0.27    0.20    0.22    0.15    0.22    0.27    0.33    0.28    0.31    0.15
      13       7      30      19    0.19    0.20    0.15    0.28    0.33    0.44    0.35    0.19    0.17    0.21
      13       7      30      20    0.13    0.08    0.10    0.14    0.20    0.15    0.33    0.09    0.13    0.12
      13       7      30      21    0.16    0.07    0.09    0.12    0.06    0.11    0.17    0.05    0.07    0.07
      13       7      30      22    0.11    0.05    0.09    0.09    0.06    0.11    0.14    0.06    0.06    0.10
      13       7      30      23    0.10    0.11    0.12    0.17    0.18    0.12    0.14    0.12    0.06    0.16
      13       7      31       0    0.11    0.13    0.11    0.15    0.12    0.13    0.16    0.09    0.13    0.14
      13       7      31       1    0.11    0.06    0.08    0.10    0.11    0.10    0.12    0.13    0.19    0.08
      13       7      31       2    0.13    0.08    0.13    0.09    0.09    0.08    0.11    0.06    0.09    0.10
      13       7      31       3    0.08    0.08    0.08    0.08    0.04    0.07    0.09    0.05    0.09    0.05
      13       7      31       4    0.09    0.05    0.11    0.12    0.06    0.14    0.09    0.06    0.07    0.07
      13       7      31       5    0.19    0.19    0.11    0.09    0.11    0.11    0.10    0.08    0.08    0.14
      13       7      31       6    0.14    0.16    0.11    0.14    0.06    0.21    0.11    0.16    0.09    0.14
      13       7      31       7    0.13    0.08    0.14    0.09    0.11    0.11    0.10    0.09    0.20    0.10
      13       7      31       8    0.15    0.19    0.22    0.11    0.16    0.11    0.12    0.14    0.15    0.15
      13       7      31       9    0.13    0.11    0.17    0.14    0.14    0.11    0.22    0.11    0.20    0.17
      13       7      31      10    0.16    0.12    0.14    0.20    0.14    0.11    0.31    0.10    0.18    0.13
      13       7      31      11    0.41    0.39    0.43    0.62    0.18    0.23    0.44    0.13    0.25    0.20
      13       7      31      12    0.29    0.23    0.24    0.23    0.18    0.23    0.29    0.20    0.21    0.17
      13       7      31      13    0.22    0.09    0.18    0.15    0.25    0.19    0.23    0.16    0.25    0.12
      13       7      31      14    0.21    0.09    0.23    0.28    0.18    0.17    0.42    0.23    0.20    0.17
      13       7      31      15    0.18    0.15    0.23    0.19    0.19    0.17    0.52    0.23    0.31    0.18
      13       7      31      16    0.21    0.17    0.20    0.28    0.22    0.16    0.36    0.14    0.39    0.17
      13       7      31      17    0.09    0.09    0.14    0.14    0.27    0.16    0.41    0.22    0.38    0.48
      13       7      31      18    0.08    0.12    0.19    0.11    0.09    0.15    0.28    0.15    0.20    0.39
      13       7      31      19    0.07    0.07    0.13    0.12    0.07    0.12    0.10    0.09    0.10    0.11
      13       7      31      20    0.08    0.04    0.13    0.10    0.07    0.12    0.07    0.09    0.10    0.08
      13       7      31      21    0.12    0.15    0.11    0.13    0.13    0.11    0.16    0.09    0.06    0.08
      13       7      31      22    0.11    0.10    0.16    0.15    0.21    0.20    0.16    0.25    0.18    0.15
      13       7      31      23    0.04    0.04    0.07    0.09    0.09    0.09    0.10    0.09    0.08    0.11
      13       8       1       0    0.06    0.07    0.07    0.08    0.09    0.09    0.09    0.10    0.07    0.09
      13       8       1       1    0.10    0.08    0.09    0.08    0.08    0.06    0.07    0.07    0.06    0.06
      13       8       1       2    0.10    0.08    0.09    0.07    0.05    0.06    0.06    0.05    0.05    0.04
      13       8       1       3    0.07    0.06    0.10    0.10    0.05    0.05    0.04    0.02    0.04    0.04
      13       8       1       4    0.07    0.08    0.08    0.08    0.10    0.10    0.12    0.04    0.06    0.13
      13       8       1       5    0.14    0.06    0.07    0.11    0.08    0.16    0.26    0.14    0.11    0.21
      13       8       1       6    0.14    0.13    0.16    0.15    0.15    0.23    0.31    0.09    0.14    0.33
      13       8       1       7    0.06    0.10    0.12    0.13    0.17    0.30    0.14    0.08    0.10    0.16
      13       8       1       8    0.16    0.15    0.20    0.25    0.26    0.20    0.44    0.12    0.13    0.17
      13       8       1       9    0.13    0.12    0.19    0.21    0.22    0.21    0.22    0.15    0.11    0.15
      13       8       1      10    0.09    0.41    0.11    0.13    0.29    0.25    0.28    0.39    0.42    0.27
      13       8       1      11    0.27    0.32    0.22    0.24    0.33    0.40    0.27    0.28    0.31    0.29
      13       8       1      12    0.23    0.29    0.13    0.26    0.18    0.32    0.23    0.40    0.48    0.47
      13       8       1      13    0.25    0.22    0.21    0.19    0.26    0.31    0.17    0.10    0.11    0.15
      13       8       1      14    0.19    0.17    0.25    0.16    0.20    0.19    0.14    0.20    0.15    0.21
      13       8       1      15    0.29    0.22    0.24    0.20    0.25    0.13    0.27    0.28    0.18    0.29
      13       8       1      16    0.21    0.18    0.14    0.19    0.17    0.10    0.17    0.14    0.08    0.14
      13       8       1      17    0.09    0.16    0.13    0.15    0.14    0.11    0.19    0.11    0.16    0.11
      13       8       1      18    0.09    0.10    0.11    0.11    0.20    0.15    0.10    0.16    0.11    0.12
      13       8       1      19    0.05    0.08    0.12    0.11    0.07    0.09    0.06    0.06    0.04    0.07
      13       8       1      20    0.05    0.09    0.10    0.08    0.12    0.09    0.07    0.09    0.05    0.09
      13       8       1      21    0.08    0.08    0.09    0.10    0.08    0.13    0.06    0.05    0.04    0.10
      13       8       1      22    0.06    0.07    0.07    0.08    0.10    0.08    0.06    0.05    0.06    0.08
      13       8       1      23    0.08    0.06    0.08    0.12    0.13    0.11    0.07    0.08    0.03    0.04
      13       8       2       0    0.08    0.07    0.08    0.09    0.10    0.08    0.04    0.06    0.07    0.07
      13       8       2       1    0.06    0.08    0.08    0.09    0.11    0.07    0.08    0.06    0.04    0.04
      13       8       2       2    0.09    0.06    0.11    0.06    0.06    0.07    0.08    0.05    0.05    0.04
      13       8       2       3    0.05    0.03    0.11    0.09    0.06    0.06    0.04    0.04    0.04    0.05
      13       8       2       4    0.06    0.04    0.08    0.05    0.05    0.08    0.05    0.05    0.04    0.05
      13       8       2       5    0.06    0.05    0.09    0.07    0.06    0.07    0.05    0.03    0.04    0.04
      13       8       2       6    0.08    0.08    0.08    0.08    0.09    0.04    0.04    0.06    0.04    0.04
      13       8       2       7    0.14    0.05    0.10    0.08    0.10    0.05    0.10    0.12    0.11    0.30
      13       8       2       8    0.11    0.08    0.20    0.13    0.14    0.12    0.18    0.14    0.14    0.17
      13       8       2       9    0.12    0.14    0.11    0.24    0.13    0.19    0.29    0.16    0.16    0.17
      13       8       2      10    0.14    0.12    0.16    0.20    0.17    0.18    0.26    0.12    0.20    0.15
      13       8       2      11    0.17    0.15    0.26    0.19    0.21    0.28    0.38    0.17    0.17    0.12
      13       8       2      12    0.19    0.24    0.22    0.28    0.30    0.41    0.38    0.36    0.46    0.34
      13       8       2      13    0.20    0.26    0.34    0.20    0.28    0.34    0.40    0.37    0.38    0.27
      13       8       2      14    0.22    0.18    0.32    0.26    0.36    0.24    0.23    0.20    0.24    0.30
      13       8       2      15    0.20    0.29    0.24    0.26    0.36    0.33    0.34    0.22    0.32    0.27
      13       8       2      16    0.24    0.21    0.26    0.28    0.18    0.28    0.21    0.31    0.35    0.39
      13       8       2      17    0.43    0.22    0.25    0.35    0.31    0.21    0.36    0.18    0.25    0.16
      13       8       2      18    0.12    0.12    0.20    0.17    0.24    0.12    0.22    0.17    0.18    0.22
      13       8       2      19    0.11    0.10    0.13    0.18    0.20    0.13    0.20    0.19    0.15    0.17
      13       8       2      20    0.09    0.08    0.13    0.16    0.16    0.09    0.09    0.07    0.05    0.08
      13       8       2      21    0.05    0.07    0.08    0.12    0.09    0.09    0.12    0.05    0.05    0.12
      13       8       2      22    0.08    0.10    0.11    0.10    0.12    0.16    0.13    0.15    0.20    0.27
      13       8       2      23    0.22    0.14    0.08    0.15    0.14    0.22    0.16    0.28    0.34    0.40
      13       8       3       0    0.16    0.13    0.14    0.17    0.13    0.17    0.09    0.12    0.13    0.13
      13       8       3       1    0.23    0.16    0.10    0.16    0.15    0.16    0.10    0.13    0.17    0.17
      13       8       3       2    0.10    0.12    0.15    0.17    0.15    0.12    0.10    0.07    0.09    0.14
      13       8       3       3    0.23    0.21    0.21    0.23    0.12    0.12    0.11    0.09    0.07    0.07
      13       8       3       4    0.14    0.09    0.16    0.20    0.12    0.14    0.11    0.08    0.08    0.14
      13       8       3       5    0.23    0.15    0.24    0.15    0.11    0.09    0.10    0.10    0.13    0.18
      13       8       3       6    0.14    0.25    0.15    0.09    0.12    0.08    0.13    0.15    0.19    0.14
      13       8       3       7    0.14    0.15    0.18    0.12    0.13    0.13    0.22    0.14    0.18    0.26
      13       8       3       8    0.21    0.27    0.23    0.28    0.17    0.28    0.21    0.18    0.21    0.22
      13       8       3       9    0.14    0.34    0.25    0.22    0.16    0.22    0.48    0.17    0.19    0.25
      13       8       3      10    0.15    0.15    0.15    0.21    0.19    0.22    0.15    0.15    0.14    0.18
      13       8       3      11    0.15    0.11    0.19    0.17    0.22    0.20    0.14    0.15    0.14    0.08
      13       8       3      12    0.19    0.14    0.20    0.16    0.20    0.20    0.08    0.12    0.09    0.15
      13       8       3      13    0.16    0.12    0.21    0.12    0.23    0.25    0.29    0.15    0.22    0.20
      13       8       3      14    0.15    0.17    0.17    0.24    0.28    0.27    0.31    0.27    0.21    0.23
      13       8       3      15    0.23    0.20    0.19    0.20    0.12    0.15    0.57    0.31    0.21    0.34
      13       8       3      16    0.21    0.19    0.16    0.19    0.14    0.19    0.15    0.11    0.12    0.15
      13       8       3      17    0.19    0.21    0.15    0.16    0.19    0.23    0.24    0.23    0.17    0.30
      13       8       3      18    0.12    0.17    0.17    0.18    0.13    0.15    0.19    0.24    0.21    0.27
      13       8       3      19    0.10    0.09    0.20    0.16    0.11    0.09    0.12    0.07    0.26    0.14
      13       8       3      20    0.14    0.11    0.11    0.16    0.12    0.08    0.07    0.08    0.09    0.12
      13       8       3      21    0.07    0.04    0.08    0.07    0.09    0.06    0.06    0.05    0.05    0.06
      13       8       3      22    0.07    0.05    0.09    0.09    0.09    0.07    0.07    0.05    0.04    0.07
      13       8       3      23    0.07    0.05    0.10    0.11    0.06    0.08    0.09    0.07    0.07    0.10
      13       8       4       0    0.08    0.07    0.11    0.12    0.12    0.17    0.07    0.15    0.06    0.08
      13       8       4       1    0.06    0.02    0.06    0.05    0.07    0.06    0.11    0.05    0.04    0.10
      13       8       4       2    0.05    0.05    0.10    0.07    0.17    0.09    0.08    0.16    0.12    0.09
      13       8       4       3    0.18    0.16    0.12    0.18    0.17    0.16    0.07    0.15    0.09    0.21
      13       8       4       4    0.21    0.19    0.16    0.21    0.26    0.21    0.17    0.16    0.08    0.14
      13       8       4       5    0.11    0.10    0.19    0.13    0.15    0.18    0.11    0.14    0.09    0.22
      13       8       4       6    0.10    0.08    0.10    0.13    0.11    0.14    0.16    0.10    0.15    0.15
      13       8       4       7    0.10    0.10    0.14    0.16    0.07    0.15    0.30    0.09    0.11    0.10
      13       8       4       8    0.06    0.08    0.11    0.13    0.10    0.15    0.22    0.06    0.11    0.15
      13       8       4       9    0.11    0.11    0.09    0.14    0.07    0.13    0.25    0.09    0.14    0.11
      13       8       4      10    0.10    0.11    0.17    0.19    0.10    0.10    0.23    0.10    0.15    0.10
      13       8       4      11    0.23    0.34    0.25    0.26    0.22    0.21    0.33    0.27    0.32    0.25
      13       8       4      12    0.22    0.18    0.35    0.21    0.21    0.18    0.44    0.18    0.22    0.24
      13       8       4      13    0.32    0.29    0.34    0.33    0.35    0.32    0.60    0.48    0.52    0.41
      13       8       4      14    0.41    0.40    0.22    0.25    0.18    0.20    0.42    0.46    0.49    0.43
      13       8       4      15    0.23    0.27    0.27    0.28    0.35    0.49    0.50    0.25    0.25    0.34
      13       8       4      16    0.15    0.24    0.27    0.21    0.22    0.24    0.42    0.28    0.24    0.26
      13       8       4      17    0.20    0.15    0.19    0.27    0.18    0.30    0.36    0.19    0.18    0.16
      13       8       4      18    0.24    0.18    0.26    0.23    0.15    0.21    0.28    0.44    0.46    0.30
      13       8       4      19    0.17    0.22    0.24    0.32    0.21    0.29    0.38    0.25    0.26    0.20
      13       8       4      20    0.37    0.32    0.31    0.38    0.19    0.26    0.29    0.17    0.14    0.17
      13       8       4      21    0.20    0.30    0.22    0.23    0.11    0.17    0.19    0.07    0.10    0.10
      13       8       4      22    0.12    0.08    0.14    0.19    0.06    0.10    0.19    0.07    0.06    0.09
      13       8       4      23    0.07    0.14    0.18    0.14    0.13    0.13    0.12    0.09    0.09    0.09
      13       8       5       0    0.14    0.05    0.14    0.14    0.08    0.08    0.10    0.08    0.08    0.14
      13       8       5       1    0.07    0.07    0.12    0.09    0.06    0.08    0.12    0.03    0.05    0.07
      13       8       5       2    0.09    0.05    0.15    0.06    0.06    0.06    0.10    0.06    0.04    0.04
      13       8       5       3    0.06    0.06    0.10    0.06    0.03    0.06    0.07    0.05    0.06    0.04
      13       8       5       4    0.05    0.06    0.09    0.06    0.04    0.06    0.11    0.05    0.06    0.07
      13       8       5       5    0.10    0.10    0.12    0.09    0.07    0.09    0.09    0.05    0.08    0.05
      13       8       5       6    0.07    0.08    0.10    0.07    0.05    0.07    0.08    0.04    0.05    0.06
      13       8       5       7    0.12    0.04    0.09    0.08    0.09    0.11    0.17    0.05    0.06    0.07
      13       8       5       8    0.11    0.09    0.10    0.13    0.06    0.19    0.28    0.09    0.13    0.08
      13       8       5       9    0.21    0.19    0.17    0.23    0.16    0.31    0.39    0.19    0.25    0.26
      13       8       5      10    0.29    0.23    0.38    0.38    0.42    0.53    0.59    0.36    0.49    0.51
      13       8       5      11    0.43    0.38    0.41    0.36    0.37    0.28    0.50    0.33    0.47    0.25
      13       8       5      12    0.22    0.22    0.19    0.28    0.24    0.32    0.55    0.24    0.26    0.26
      13       8       5      13    0.37    0.25    0.30    0.32    0.18    0.24    0.41    0.15    0.24    0.20
      13       8       5      14    0.29    0.29    0.22    0.28    0.23    0.27    0.40    0.18    0.17    0.17
      13       8       5      15    0.31    0.26    0.21    0.25    0.19    0.29    0.36    0.16    0.12    0.17
      13       8       5      16    0.26    0.22    0.19    0.20    0.17    0.16    0.36    0.21    0.25    0.17
      13       8       5      17    0.31    0.14    0.12    0.29    0.17    0.22    0.19    0.16    0.18    0.19
      13       8       5      18    0.18    0.11    0.19    0.24    0.15    0.21    0.37    0.17    0.18    0.14
      13       8       5      19    0.11    0.08    0.16    0.20    0.21    0.18    0.25    0.23    0.14    0.16
      13       8       5      20    0.14    0.08    0.14    0.17    0.09    0.16    0.13    0.13    0.10    0.11
      13       8       5      21    0.18    0.15    0.15    0.22    0.10    0.11    0.35    0.13    0.17    0.10
      13       8       5      22    0.63    0.27    0.20    0.18    0.16    0.13    0.31    0.12    0.09    0.18
      13       8       5      23    0.28    0.58    0.67    0.21    0.20    0.47    0.29    0.07    0.11    0.13
      13       8       6       0    0.19    0.24    0.16    0.31    0.21    0.48    0.27    0.11    0.12    0.27
      13       8       6       1    0.23    0.12    0.24    0.39    0.29    0.24    0.34    0.25    0.29    0.40
      13       8       6       2    0.13    0.24    0.49    0.33    0.13    0.19    0.16    0.13    0.14    0.20
      13       8       6       3    0.22    0.25    0.24    0.28    0.07    0.10    0.24    0.06    0.10    0.11
      13       8       6       4    0.08    0.13    0.17    0.37    0.15    0.13    0.15    0.10    0.13    0.18
      13       8       6       5    0.18    0.23    0.28    0.16    0.10    0.16    0.16    0.13    0.14    0.11
      13       8       6       6    0.11    0.07    0.25    0.10    0.10    0.15    0.11    0.18    0.08    0.14
      13       8       6       7    0.14    0.09    0.12    0.19    0.17    0.17    0.11    0.23    0.12    0.22
      13       8       6       8    0.09    0.12    0.18    0.14    0.13    0.29    0.16    0.45    0.25    0.17
      13       8       6       9    0.40    0.18    0.18    0.17    0.12    0.17    0.17    0.40    0.24    0.17
      13       8       6      10    0.45    0.20    0.19    0.23    0.29    0.26    0.26    0.15    0.15    0.17
      13       8       6      11    0.48    0.38    0.47    0.28    0.25    0.29    0.29    0.35    0.47    0.23
      13       8       6      12    0.61    0.24    0.29    0.35    0.37    0.44    0.59    0.49    0.54    0.45
      13       8       6      13    0.41    0.23    0.14    0.17    0.25    0.18    0.30    0.29    0.18    0.27
      13       8       6      14    0.38    0.21    0.19    0.22    0.11    0.24    0.32    0.15    0.23    0.36
      13       8       6      15    0.12    0.10    0.21    0.17    0.18    0.12    0.16    0.17    0.19    0.14
      13       8       6      16    0.24    0.17    0.15    0.19    0.22    0.14    0.32    0.37    0.25    0.24
      13       8       6      17    0.47    0.35    0.34    0.48    0.20    0.20    0.24    0.37    0.40    0.33
      13       8       6      18    0.32    0.37    0.39    0.35    0.42    0.35    0.41    0.27    0.25    0.21
      13       8       6      19    0.37    0.28    0.26    0.41    0.38    0.41    0.33    0.37    0.24    0.30
      13       8       6      20    0.17    0.19    0.26    0.13    0.16    0.27    0.22    0.15    0.25    0.23
      13       8       6      21    0.12    0.12    0.11    0.10    0.21    0.10    0.12    0.07    0.06    0.14
      13       8       6      22    0.08    0.08    0.11    0.09    0.12    0.09    0.08    0.10    0.05    0.10
      13       8       6      23    0.06    0.04    0.08    0.12    0.09    0.09    0.10    0.09    0.05    0.07
      13       8       7       0    0.05    0.04    0.07    0.09    0.07    0.04    0.05    0.07    0.04    0.06
      13       8       7       1    0.05    0.08    0.08    0.05    0.04    0.06    0.04    0.06    0.06    0.05
      13       8       7       2    0.07    0.04    0.13    0.11    0.06    0.11    0.11    0.08    0.06    0.07
      13       8       7       3    0.06    0.05    0.08    0.13    0.06    0.08    0.11    0.05    0.06    0.05
      13       8       7       4    0.06    0.07    0.09    0.20    0.18    0.10    0.17    0.09    0.10    0.09
      13       8       7       5    0.24    0.26    0.29    0.27    0.26    0.26    0.26    0.11    0.10    0.10
      13       8       7       6    0.15    0.08    0.09    0.09    0.07    0.06    0.07    0.09    0.09    0.07
      13       8       7       7    0.07    0.07    0.09    0.09    0.06    0.05    0.04    0.04    0.07    0.06
      13       8       7       8    0.08    0.07    0.11    0.10    0.07    0.08    0.07    0.10    0.06    0.06
      13       8       7       9    0.10    0.08    0.10    0.14    0.13    0.15    0.16    0.16    0.12    0.10
      13       8       7      10    0.11    0.09    0.08    0.15    0.15    0.11    0.18    0.08    0.10    0.07
      13       8       7      11    0.05    0.05    0.09    0.12    0.08    0.10    0.09    0.06    0.09    0.09
      13       8       7      12    0.06    0.09    0.10    0.13    0.13    0.11    0.14    0.15    0.16    0.12
      13       8       7      13    0.10    0.15    0.23    0.13    0.21    0.17    0.24    0.15    0.19    0.16
      13       8       7      14    0.28    0.23    0.30    0.20    0.19    0.22    0.21    0.10    0.19    0.12
      13       8       7      15    0.16    0.25    0.27    0.24    0.30    0.18    0.17    0.24    0.30    0.25
      13       8       7      16    0.18    0.13    0.18    0.15    0.12    0.15    0.12    0.15    0.11    0.20
      13       8       7      17    0.19    0.12    0.08    0.14    0.10    0.10    0.08    0.10    0.13    0.12
      13       8       7      18    0.17    0.34    0.29    0.37    0.28    0.37    0.07    0.24    0.21    0.14
      13       8       7      19    0.10    0.11    0.16    0.12    0.15    0.09    0.07    0.12    0.10    0.09
      13       8       7      20    0.04    0.05    0.09    0.05    0.09    0.06    0.04    0.05    0.04    0.04
      13       8       7      21    0.04    0.05    0.12    0.07    0.05    0.05    0.05    0.03    0.02    0.05
      13       8       7      22    0.06    0.06    0.09    0.12    0.07    0.07    0.06    0.05    0.05    0.06
      13       8       7      23    0.04    0.05    0.06    0.07    0.08    0.05    0.06    0.04    0.04    0.04
      13       8       8       0    0.03    0.05    0.05    0.04    0.09    0.05    0.05    0.05    0.05    0.06
      13       8       8       1    0.03    0.04    0.05    0.04    0.09    0.05    0.03    0.04    0.03    0.04
      13       8       8       2    0.06    0.13    0.11    0.16    0.16    0.21    0.15    0.14    0.11    0.10
      13       8       8       3    0.23    0.28    0.23    0.30    0.17    0.24    0.20    0.22    0.18    0.21
      13       8       8       4    0.11    0.13    0.08    0.14    0.15    0.09    0.09    0.13    0.14    0.08
      13       8       8       5    0.09    0.08    0.07    0.09    0.08    0.09    0.08    0.06    0.08    0.09
      13       8       8       6    0.05    0.07    0.08    0.08    0.08    0.07    0.04    0.05    0.05    0.06
      13       8       8       7    0.05    0.02    0.06    0.07    0.05    0.08    0.07    0.01    0.06    0.05
      13       8       8       8    0.04    0.05    0.08    0.06    0.08    0.06    0.07    0.05    0.09    0.05
      13       8       8       9    0.06    0.07    0.08    0.08    0.11    0.06    0.06    0.03    0.06    0.06
      13       8       8      10    0.05    0.05    0.07    0.05    0.06    0.06    0.09    0.04    0.06    0.08
      13       8       8      11    0.04    0.06    0.07    0.08    0.06    0.08    0.12    0.06    0.05    0.06
      13       8       8      12    0.09    0.09    0.08    0.07    0.08    0.09    0.14    0.08    0.09    0.14
      13       8       8      13    0.06    0.06    0.06    0.07    0.08    0.16    0.07    0.05    0.07    0.14
      13       8       8      14    0.16    0.06    0.09    0.12    0.14    0.10    0.13    0.06    0.11    0.14
      13       8       8      15    0.07    0.24    0.10    0.18    0.14    0.13    0.11    0.24    0.16    0.23
      13       8       8      16    0.11    0.13    0.10    0.13    0.14    0.14    0.10    0.21    0.13    0.20
      13       8       8      17    0.14    0.11    0.19    0.10    0.15    0.08    0.14    0.15    0.09    0.09
      13       8       8      18    0.19    0.21    0.22    0.15    0.14    0.14    0.12    0.12    0.12    0.08
      13       8       8      19    0.06    0.08    0.07    0.12    0.11    0.09    0.07    0.12    0.06    0.10
      13       8       8      20    0.07    0.05    0.14    0.08    0.12    0.14    0.11    0.07    0.06    0.06
      13       8       8      21    0.07    0.04    0.07    0.11    0.11    0.06    0.14    0.07    0.07    0.06
      13       8       8      22    0.10    0.15    0.09    0.16    0.11    0.11    0.11    0.11    0.12    0.10
      13       8       8      23    0.05    0.06    0.06    0.10    0.08    0.09    0.06    0.08    0.07    0.08
      13       8       9       0    0.03    0.04    0.04    0.04    0.04    0.05    0.05    0.06    0.04    0.03
      13       8       9       1    0.03    0.04    0.04    0.05    0.04    0.04    0.04    0.04    0.04    0.03
      13       8       9       2    0.03    0.03    0.04    0.05    0.04    0.04    0.03    0.03    0.04    0.05
      13       8       9       3    0.03    0.04    0.05    0.06    0.04    0.05    0.05    0.05    0.07    0.08
      13       8       9       4    0.06    0.04    0.06    0.06    0.05    0.05    0.03    0.04    0.05    0.05
      13       8       9       5    0.05    0.04    0.06    0.06    0.03    0.05    0.03    0.03    0.05    0.06
      13       8       9       6    0.04    0.03    0.05    0.05    0.04    0.05    0.03    0.04    0.04    0.05
      13       8       9       7    0.05    0.05    0.05    0.06    0.06    0.08    0.05    0.03    0.05    0.07
      13       8       9       8    0.07    0.05    0.04    0.07    0.08    0.08    0.05    0.04    0.03    0.06
      13       8       9       9    0.04    0.06    0.10    0.07    0.07    0.06    0.04    0.05    0.06    0.06
      13       8       9      10    0.04    0.05    0.07    0.05    0.06    0.08    0.06    0.05    0.06    0.05
      13       8       9      11    0.05    0.05    0.08    0.05    0.05    0.08    0.04    0.03    0.05    0.08
      13       8       9      12    0.08    0.05    0.06    0.10    0.08    0.09    0.10    0.06    0.14    0.10
      13       8       9      13    0.08    0.17    0.12    0.16    0.12    0.10    0.08    0.08    0.14    0.12
      13       8       9      14    0.14    0.11    0.12    0.12    0.09    0.14    0.11    0.09    0.13    0.15
      13       8       9      15    0.07    0.07    0.13    0.11    0.12    0.08    0.10    0.06    0.16    0.15
      13       8       9      16    0.14    0.18    0.15    0.14    0.12    0.09    0.10    0.10    0.13    0.11
      13       8       9      17    0.21    0.26    0.21    0.17    0.16    0.15    0.11    0.17    0.14    0.15
      13       8       9      18    0.21    0.14    0.25    0.21    0.21    0.21    0.19    0.19    0.23    0.16
      13       8       9      19    0.10    0.08    0.10    0.10    0.11    0.11    0.08    0.11    0.08    0.10
      13       8       9      20    0.06    0.10    0.10    0.09    0.15    0.11    0.06    0.10    0.08    0.13
      13       8       9      21    0.08    0.12    0.11    0.12    0.16    0.12    0.09    0.07    0.04    0.08
      13       8       9      22    0.08    0.06    0.08    0.05    0.12    0.11    0.08    0.08    0.05    0.05
      13       8       9      23    0.07    0.05    0.09    0.10    0.07    0.06    0.05    0.05    0.07    0.06
      13       8      10       0    0.08    0.04    0.11    0.06    0.05    0.06    0.08    0.04    0.04    0.05
      13       8      10       1    0.06    0.05    0.05    0.07    0.05    0.07    0.04    0.04    0.04    0.05
      13       8      10       2    0.04    0.04    0.05    0.05    0.05    0.06    0.06    0.07    0.07    0.08
      13       8      10       3    0.06    0.11    0.14    0.15    0.06    0.10    0.07    0.07    0.07    0.12
      13       8      10       4    0.07    0.06    0.08    0.10    0.08    0.11    0.07    0.05    0.03    0.05
      13       8      10       5    0.21    0.18    0.11    0.12    0.10    0.09    0.07    0.05    0.05    0.06
      13       8      10       6    0.07    0.06    0.08    0.07    0.10    0.09    0.08    0.05    0.03    0.08
      13       8      10       7    0.04    0.04    0.08    0.08    0.05    0.10    0.08    0.06    0.09    0.06
      13       8      10       8    0.08    0.11    0.14    0.11    0.10    0.09    0.15    0.13    0.14    0.11
      13       8      10       9    0.27    0.22    0.15    0.18    0.08    0.13    0.35    0.17    0.21    0.11
      13       8      10      10    0.31    0.18    0.18    0.18    0.10    0.29    0.40    0.17    0.19    0.24
      13       8      10      11    0.33    0.22    0.14    0.10    0.12    0.22    0.27    0.18    0.25    0.21
      13       8      10      12    0.14    0.11    0.11    0.15    0.10    0.18    0.31    0.12    0.21    0.17
      13       8      10      13    0.30    0.42    0.26    0.14    0.21    0.21    0.33    0.41    0.25    0.15
      13       8      10      14    0.24    0.18    0.24    0.25    0.18    0.15    0.38    0.19    0.18    0.20
      13       8      10      15    0.18    0.24    0.32    0.20    0.17    0.18    0.21    0.14    0.20    0.13
