spatial SD among hobo hourly averages for T and DP
       6        2152
   year  month day   hour    Tsd     DPsd
    13     6    24     1   0.478   0.057
    13     6    24     2   0.508   0.052
    13     6    24     3   0.504   0.048
    13     6    24     4   0.491   0.052
    13     6    24     5   0.586   0.071
    13     6    24     6   0.646   0.076
    13     6    24     7   0.663   0.107
    13     6    24     8   0.748   0.150
    13     6    24     9   0.891   0.177
    13     6    24    10   0.912   0.236
    13     6    24    11   0.970   0.223
    13     6    24    12   0.860   0.300
    13     6    24    13   0.913   0.353
    13     6    24    14   0.664   0.195
    13     6    24    15   0.582   0.297
    13     6    24    16   0.546   0.306
    13     6    24    17   0.625   0.364
    13     6    24    18   0.904   0.200
    13     6    24    19   0.479   0.137
    13     6    24    20   0.462   0.491
    13     6    24    21   0.841   0.693
    13     6    24    22   1.131   0.330
    13     6    24    23   0.801   0.710
    13     6    25     0   0.495   0.123
    13     6    25     1   0.484   0.188
    13     6    25     2   0.477   0.241
    13     6    25     3   0.515   0.123
    13     6    25     4   0.572   0.115
    13     6    25     5   0.582   0.095
    13     6    25     6   0.771   0.160
    13     6    25     7   0.889   0.186
    13     6    25     8   0.975   0.235
    13     6    25     9   1.052   0.185
    13     6    25    10   1.122   0.164
    13     6    25    11   1.076   0.128
    13     6    25    12   0.885   0.201
    13     6    25    13   0.805   0.332
    13     6    25    14   0.718   0.377
    13     6    25    15   0.675   0.238
    13     6    25    16   0.586   0.294
    13     6    25    17   0.974   0.289
    13     6    25    18   0.893   0.291
    13     6    25    19   0.608   0.257
    13     6    25    20   0.468   0.132
    13     6    25    21   0.483   0.130
    13     6    25    22   0.583   0.110
    13     6    25    23   0.637   0.132
    13     6    26     0   0.705   0.477
    13     6    26     1   0.667   0.207
    13     6    26     2   0.520   0.142
    13     6    26     3   0.539   0.050
    13     6    26     4   0.514   0.198
    13     6    26     5   0.713   0.129
    13     6    26     6   0.654   0.200
    13     6    26     7   0.557   0.087
    13     6    26     8   0.662   0.107
    13     6    26     9   0.854   0.129
    13     6    26    10   1.094   0.175
    13     6    26    11   1.145   0.197
    13     6    26    12   0.845   0.208
    13     6    26    13   0.767   0.222
    13     6    26    14   0.693   0.184
    13     6    26    15   0.562   0.210
    13     6    26    16   0.543   0.256
    13     6    26    17   0.509   0.306
    13     6    26    18   0.458   0.214
    13     6    26    19   1.372   0.751
    13     6    26    20   1.740   1.063
    13     6    26    21   1.069   0.511
    13     6    26    22   0.974   0.419
    13     6    26    23   0.585   0.255
    13     6    27     0   0.546   0.145
    13     6    27     1   0.543   0.326
    13     6    27     2   0.849   0.419
    13     6    27     3   0.788   0.363
    13     6    27     4   0.851   0.267
    13     6    27     5   0.882   0.214
    13     6    27     6   0.839   0.326
    13     6    27     7   0.698   0.411
    13     6    27     8   0.480   0.450
    13     6    27     9   0.492   0.573
    13     6    27    10   0.723   0.562
    13     6    27    11   0.777   0.347
    13     6    27    12   0.642   0.522
    13     6    27    13   0.833   0.235
    13     6    27    14   1.328   0.906
    13     6    27    15   0.874   0.232
    13     6    27    16   0.864   0.132
    13     6    27    17   0.781   0.261
    13     6    27    18   0.786   0.092
    13     6    27    19   0.646   0.080
    13     6    27    20   0.446   0.095
    13     6    27    21   0.349   0.099
    13     6    27    22   0.264   0.091
    13     6    27    23   0.271   0.165
    13     6    28     0   0.220   0.187
    13     6    28     1   0.284   0.144
    13     6    28     2   0.228   0.123
    13     6    28     3   0.261   0.127
    13     6    28     4   0.267   0.111
    13     6    28     5   0.366   0.133
    13     6    28     6   0.472   0.137
    13     6    28     7   0.499   0.184
    13     6    28     8   0.527   0.191
    13     6    28     9   0.602   0.164
    13     6    28    10   0.631   0.159
    13     6    28    11   0.556   0.126
    13     6    28    12   0.740   0.215
    13     6    28    13   0.667   0.193
    13     6    28    14   0.719   0.312
    13     6    28    15   0.612   0.413
    13     6    28    16   0.564   0.344
    13     6    28    17   0.630   0.270
    13     6    28    18   0.474   0.273
    13     6    28    19   0.450   0.269
    13     6    28    20   0.482   0.305
    13     6    28    21   0.424   0.345
    13     6    28    22   0.563   0.275
    13     6    28    23   0.598   0.233
    13     6    29     0   0.518   0.144
    13     6    29     1   0.492   0.361
    13     6    29     2   0.387   0.219
    13     6    29     3   0.559   0.167
    13     6    29     4   0.416   0.282
    13     6    29     5   0.421   0.199
    13     6    29     6   0.474   0.125
    13     6    29     7   0.469   0.164
    13     6    29     8   0.498   0.246
    13     6    29     9   0.628   0.298
    13     6    29    10   0.647   0.352
    13     6    29    11   0.798   0.215
    13     6    29    12   0.950   0.270
    13     6    29    13   0.922   0.313
    13     6    29    14   0.931   0.248
    13     6    29    15   0.800   0.156
    13     6    29    16   0.786   0.146
    13     6    29    17   0.718   0.131
    13     6    29    18   0.656   0.143
    13     6    29    19   0.509   0.136
    13     6    29    20   0.536   0.219
    13     6    29    21   0.417   0.301
    13     6    29    22   0.326   0.292
    13     6    29    23   0.423   0.229
    13     6    30     0   0.487   0.121
    13     6    30     1   0.492   0.075
    13     6    30     2   0.447   0.064
    13     6    30     3   0.390   0.099
    13     6    30     4   0.376   0.139
    13     6    30     5   0.598   0.183
    13     6    30     6   0.584   0.235
    13     6    30     7   0.390   0.257
    13     6    30     8   0.196   0.219
    13     6    30     9   0.312   0.150
    13     6    30    10   0.466   0.122
    13     6    30    11   0.570   0.143
    13     6    30    12   0.591   0.149
    13     6    30    13   0.963   0.278
    13     6    30    14   0.778   0.126
    13     6    30    15   0.665   0.082
    13     6    30    16   0.572   0.155
    13     6    30    17   0.522   0.121
    13     6    30    18   0.461   0.119
    13     6    30    19   0.370   0.105
    13     6    30    20   0.473   0.074
    13     6    30    21   0.477   0.075
    13     6    30    22   0.411   0.070
    13     6    30    23   0.389   0.094
    13     7     1     0   0.328   0.098
    13     7     1     1   0.316   0.083
    13     7     1     2   0.254   0.093
    13     7     1     3   0.306   0.058
    13     7     1     4   0.310   0.087
    13     7     1     5   0.306   0.096
    13     7     1     6   0.305   0.121
    13     7     1     7   0.334   0.101
    13     7     1     8   0.400   0.091
    13     7     1     9   0.384   0.083
    13     7     1    10   0.281   0.169
    13     7     1    11   0.381   0.338
    13     7     1    12   0.475   0.195
    13     7     1    13   0.329   0.162
    13     7     1    14   0.341   0.140
    13     7     1    15   0.381   0.156
    13     7     1    16   0.306   0.179
    13     7     1    17   0.392   0.216
    13     7     1    18   0.515   0.207
    13     7     1    19   0.481   0.139
    13     7     1    20   0.424   0.113
    13     7     1    21   0.359   0.100
    13     7     1    22   0.367   0.088
    13     7     1    23   0.356   0.139
    13     7     2     0   0.344   0.111
    13     7     2     1   0.342   0.092
    13     7     2     2   0.319   0.096
    13     7     2     3   0.294   0.105
    13     7     2     4   0.293   0.102
    13     7     2     5   0.302   0.164
    13     7     2     6   0.344   0.114
    13     7     2     7   0.308   0.110
    13     7     2     8   0.337   0.121
    13     7     2     9   0.441   0.120
    13     7     2    10   0.317   0.159
    13     7     2    11   0.402   0.184
    13     7     2    12   0.366   0.103
    13     7     2    13   0.356   0.097
    13     7     2    14   0.383   0.201
    13     7     2    15   0.531   0.186
    13     7     2    16   0.615   0.094
    13     7     2    17   0.528   0.138
    13     7     2    18   0.378   0.223
    13     7     2    19   0.393   0.159
    13     7     2    20   0.373   0.213
    13     7     2    21   0.390   0.258
    13     7     2    22   0.283   0.202
    13     7     2    23   0.285   0.180
    13     7     3     0   0.350   0.193
    13     7     3     1   0.353   0.191
    13     7     3     2   0.273   0.141
    13     7     3     3   0.256   0.127
    13     7     3     4   0.299   0.132
    13     7     3     5   0.297   0.138
    13     7     3     6   0.336   0.170
    13     7     3     7   0.374   0.150
    13     7     3     8   0.526   0.144
    13     7     3     9   0.530   0.109
    13     7     3    10   0.483   0.155
    13     7     3    11   0.540   0.215
    13     7     3    12   0.481   0.183
    13     7     3    13   0.574   0.191
    13     7     3    14   0.707   0.151
    13     7     3    15   0.376   0.234
    13     7     3    16   0.369   0.346
    13     7     3    17   0.494   0.270
    13     7     3    18   0.573   0.173
    13     7     3    19   0.647   0.203
    13     7     3    20   0.542   0.189
    13     7     3    21   0.627   0.264
    13     7     3    22   0.672   0.258
    13     7     3    23   0.475   0.151
    13     7     4     0   0.396   0.122
    13     7     4     1   0.311   0.101
    13     7     4     2   0.263   0.092
    13     7     4     3   0.288   0.095
    13     7     4     4   0.288   0.075
    13     7     4     5   0.342   0.088
    13     7     4     6   0.315   0.076
    13     7     4     7   0.394   0.105
    13     7     4     8   0.332   0.116
    13     7     4     9   0.592   0.176
    13     7     4    10   0.755   0.212
    13     7     4    11   0.677   0.216
    13     7     4    12   0.691   0.245
    13     7     4    13   0.782   0.387
    13     7     4    14   0.767   0.249
    13     7     4    15   0.537   0.228
    13     7     4    16   0.431   0.217
    13     7     4    17   0.403   0.200
    13     7     4    18   0.394   0.204
    13     7     4    19   0.345   0.183
    13     7     4    20   0.305   0.190
    13     7     4    21   0.331   0.169
    13     7     4    22   0.392   0.159
    13     7     4    23   0.384   0.137
    13     7     5     0   0.396   0.138
    13     7     5     1   0.348   0.142
    13     7     5     2   0.363   0.100
    13     7     5     3   0.331   0.094
    13     7     5     4   0.416   0.139
    13     7     5     5   0.413   0.140
    13     7     5     6   0.523   0.125
    13     7     5     7   0.461   0.132
    13     7     5     8   0.567   0.118
    13     7     5     9   0.848   0.139
    13     7     5    10   1.031   0.171
    13     7     5    11   0.953   0.196
    13     7     5    12   0.898   0.272
    13     7     5    13   0.844   0.610
    13     7     5    14   0.887   0.512
    13     7     5    15   0.855   0.316
    13     7     5    16   0.489   0.421
    13     7     5    17   0.557   0.247
    13     7     5    18   0.434   0.343
    13     7     5    19   0.438   0.342
    13     7     5    20   0.310   0.436
    13     7     5    21   0.285   0.321
    13     7     5    22   0.304   0.126
    13     7     5    23   0.388   0.128
    13     7     6     0   0.415   0.115
    13     7     6     1   0.377   0.093
    13     7     6     2   0.423   0.108
    13     7     6     3   0.444   0.092
    13     7     6     4   0.487   0.102
    13     7     6     5   0.480   0.093
    13     7     6     6   0.424   0.087
    13     7     6     7   0.476   0.095
    13     7     6     8   0.612   0.113
    13     7     6     9   0.958   0.166
    13     7     6    10   1.001   0.207
    13     7     6    11   0.915   0.253
    13     7     6    12   0.838   0.203
    13     7     6    13   0.585   0.213
    13     7     6    14   0.511   0.399
    13     7     6    15   0.458   0.338
    13     7     6    16   0.359   0.453
    13     7     6    17   0.375   0.324
    13     7     6    18   0.294   0.223
    13     7     6    19   0.210   0.171
    13     7     6    20   0.221   0.202
    13     7     6    21   0.296   0.181
    13     7     6    22   0.584   0.200
    13     7     6    23   0.731   0.253
    13     7     7     0   0.431   0.191
    13     7     7     1   0.401   0.107
    13     7     7     2   0.420   0.094
    13     7     7     3   0.385   0.082
    13     7     7     4   0.457   0.085
    13     7     7     5   0.441   0.103
    13     7     7     6   0.437   0.092
    13     7     7     7   0.475   0.122
    13     7     7     8   0.807   0.134
    13     7     7     9   1.140   0.167
    13     7     7    10   1.302   0.167
    13     7     7    11   1.349   0.210
    13     7     7    12   1.100   0.420
    13     7     7    13   1.095   0.444
    13     7     7    14   1.150   0.553
    13     7     7    15   0.951   0.434
    13     7     7    16   0.765   0.431
    13     7     7    17   0.609   0.233
    13     7     7    18   0.439   0.228
    13     7     7    19   0.336   0.174
    13     7     7    20   0.298   0.185
    13     7     7    21   0.376   0.191
    13     7     7    22   0.572   0.208
    13     7     7    23   0.586   0.356
    13     7     8     0   0.607   0.204
    13     7     8     1   0.494   0.202
    13     7     8     2   0.516   0.151
    13     7     8     3   0.547   0.131
    13     7     8     4   0.566   0.110
    13     7     8     5   0.682   0.097
    13     7     8     6   0.787   0.132
    13     7     8     7   0.708   0.110
    13     7     8     8   0.762   0.100
    13     7     8     9   0.823   0.113
    13     7     8    10   0.949   0.183
    13     7     8    11   0.953   0.309
    13     7     8    12   1.014   0.342
    13     7     8    13   0.888   0.343
    13     7     8    14   0.599   0.247
    13     7     8    15   0.484   0.252
    13     7     8    16   0.432   0.314
    13     7     8    17   0.458   0.350
    13     7     8    18   0.669   0.409
    13     7     8    19   0.764   0.644
    13     7     8    20   0.964   0.445
    13     7     8    21   1.603   1.241
    13     7     8    22   1.003   0.882
    13     7     8    23   0.607   0.521
    13     7     9     0   0.473   0.291
    13     7     9     1   0.398   0.230
    13     7     9     2   0.457   0.153
    13     7     9     3   0.517   0.144
    13     7     9     4   0.604   0.149
    13     7     9     5   0.650   0.119
    13     7     9     6   0.680   0.163
    13     7     9     7   0.644   0.292
    13     7     9     8   0.566   0.184
    13     7     9     9   0.862   0.240
    13     7     9    10   1.167   0.201
    13     7     9    11   0.935   0.247
    13     7     9    12   0.796   0.359
    13     7     9    13   0.922   0.521
    13     7     9    14   1.055   0.658
    13     7     9    15   0.847   0.493
    13     7     9    16   0.618   0.291
    13     7     9    17   1.831   1.265
    13     7     9    18   1.505   1.101
    13     7     9    19   0.813   0.643
    13     7     9    20   0.743   0.789
    13     7     9    21   0.948   0.298
    13     7     9    22   0.788   0.389
    13     7     9    23   0.778   0.352
    13     7    10     0   0.710   0.254
    13     7    10     1   0.760   0.276
    13     7    10     2   0.662   0.341
    13     7    10     3   0.444   0.335
    13     7    10     4   0.388   0.181
    13     7    10     5   0.373   0.096
    13     7    10     6   0.389   0.142
    13     7    10     7   0.547   0.129
    13     7    10     8   0.632   0.141
    13     7    10     9   0.704   0.144
    13     7    10    10   0.826   0.184
    13     7    10    11   0.846   0.158
    13     7    10    12   0.719   0.242
    13     7    10    13   0.838   0.269
    13     7    10    14   0.809   0.306
    13     7    10    15   0.604   0.361
    13     7    10    16   0.573   0.248
    13     7    10    17   0.656   0.350
    13     7    10    18   0.615   0.216
    13     7    10    19   0.525   0.173
    13     7    10    20   0.425   0.311
    13     7    10    21   0.400   0.212
    13     7    10    22   0.397   0.123
    13     7    10    23   0.408   0.114
    13     7    11     0   0.427   0.099
    13     7    11     1   0.457   0.088
    13     7    11     2   0.469   0.090
    13     7    11     3   0.416   0.110
    13     7    11     4   0.482   0.068
    13     7    11     5   0.431   0.115
    13     7    11     6   0.536   0.346
    13     7    11     7   0.640   0.389
    13     7    11     8   0.532   0.288
    13     7    11     9   0.556   0.194
    13     7    11    10   0.654   0.429
    13     7    11    11   0.591   0.373
    13     7    11    12   0.522   0.357
    13     7    11    13   0.605   0.426
    13     7    11    14   0.607   0.432
    13     7    11    15   0.622   0.458
    13     7    11    16   0.701   0.454
    13     7    11    17   0.848   0.423
    13     7    11    18   0.905   0.611
    13     7    11    19   0.849   0.545
    13     7    11    20   0.840   0.426
    13     7    11    21   0.732   0.506
    13     7    11    22   0.578   0.446
    13     7    11    23   0.637   0.336
    13     7    12     0   0.568   0.251
    13     7    12     1   0.596   0.368
    13     7    12     2   0.618   0.393
    13     7    12     3   0.645   0.223
    13     7    12     4   0.624   0.132
    13     7    12     5   0.586   0.120
    13     7    12     6   0.573   0.150
    13     7    12     7   0.629   0.170
    13     7    12     8   0.524   0.139
    13     7    12     9   0.414   0.139
    13     7    12    10   0.485   0.139
    13     7    12    11   0.596   0.153
    13     7    12    12   0.603   0.119
    13     7    12    13   0.539   0.118
    13     7    12    14   0.497   0.207
    13     7    12    15   0.459   0.236
    13     7    12    16   0.413   0.168
    13     7    12    17   0.445   0.089
    13     7    12    18   0.495   0.142
    13     7    12    19   0.343   0.212
    13     7    12    20   0.341   0.204
    13     7    12    21   0.363   0.149
    13     7    12    22   0.307   0.141
    13     7    12    23   0.384   0.200
    13     7    13     0   0.422   0.234
    13     7    13     1   0.421   0.297
    13     7    13     2   0.495   0.441
    13     7    13     3   0.370   0.227
    13     7    13     4   0.303   0.171
    13     7    13     5   0.299   0.148
    13     7    13     6   0.375   0.171
    13     7    13     7   0.347   0.137
    13     7    13     8   0.388   0.159
    13     7    13     9   0.466   0.170
    13     7    13    10   0.549   0.197
    13     7    13    11   0.843   0.274
    13     7    13    12   0.763   0.178
    13     7    13    13   0.580   0.132
    13     7    13    14   0.550   0.146
    13     7    13    15   0.460   0.132
    13     7    13    16   0.372   0.123
    13     7    13    17   0.414   0.125
    13     7    13    18   0.339   0.185
    13     7    13    19   0.384   0.173
    13     7    13    20   0.460   0.319
    13     7    13    21   0.475   0.349
    13     7    13    22   0.424   0.247
    13     7    13    23   0.402   0.220
    13     7    14     0   0.582   0.260
    13     7    14     1   0.686   0.185
    13     7    14     2   0.689   0.190
    13     7    14     3   0.520   0.147
    13     7    14     4   0.607   0.117
    13     7    14     5   0.738   0.157
    13     7    14     6   0.863   0.174
    13     7    14     7   0.483   0.133
    13     7    14     8   0.543   0.239
    13     7    14     9   0.529   0.210
    13     7    14    10   0.720   0.197
    13     7    14    11   0.819   0.152
    13     7    14    12   0.678   0.199
    13     7    14    13   0.645   0.268
    13     7    14    14   0.488   0.314
    13     7    14    15   0.551   0.355
    13     7    14    16   0.519   0.246
    13     7    14    17   0.476   0.447
    13     7    14    18   0.438   0.413
    13     7    14    19   0.264   0.236
    13     7    14    20   0.298   0.223
    13     7    14    21   0.303   0.298
    13     7    14    22   0.379   0.266
    13     7    14    23   0.427   0.608
    13     7    15     0   0.445   0.586
    13     7    15     1   0.383   0.373
    13     7    15     2   0.420   0.155
    13     7    15     3   0.431   0.164
    13     7    15     4   0.530   0.179
    13     7    15     5   0.640   0.202
    13     7    15     6   0.691   0.165
    13     7    15     7   0.618   0.110
    13     7    15     8   0.502   0.089
    13     7    15     9   0.803   0.159
    13     7    15    10   0.840   0.157
    13     7    15    11   0.869   0.261
    13     7    15    12   0.686   0.268
    13     7    15    13   0.724   0.245
    13     7    15    14   0.754   0.357
    13     7    15    15   0.887   0.468
    13     7    15    16   0.697   0.390
    13     7    15    17   0.545   0.410
    13     7    15    18   0.479   0.360
    13     7    15    19   0.588   0.728
    13     7    15    20   0.725   0.636
    13     7    15    21   1.147   0.581
    13     7    15    22   1.169   0.553
    13     7    15    23   1.248   0.456
    13     7    16     0   1.141   0.265
    13     7    16     1   1.031   0.352
    13     7    16     2   0.932   0.448
    13     7    16     3   0.868   0.326
    13     7    16     4   0.890   0.289
    13     7    16     5   0.893   0.353
    13     7    16     6   0.876   0.357
    13     7    16     7   0.739   0.403
    13     7    16     8   0.519   0.408
    13     7    16     9   0.443   0.317
    13     7    16    10   0.745   0.281
    13     7    16    11   0.947   0.346
    13     7    16    12   0.929   0.300
    13     7    16    13   0.926   0.280
    13     7    16    14   0.961   0.317
    13     7    16    15   0.852   0.324
    13     7    16    16   0.783   0.236
    13     7    16    17   0.720   0.353
    13     7    16    18   0.728   0.308
    13     7    16    19   0.729   0.290
    13     7    16    20   0.520   0.418
    13     7    16    21   0.772   0.352
    13     7    16    22   1.049   0.419
    13     7    16    23   0.950   0.341
    13     7    17     0   1.164   0.372
    13     7    17     1   1.260   0.398
    13     7    17     2   1.229   0.434
    13     7    17     3   1.146   0.510
    13     7    17     4   1.259   0.742
    13     7    17     5   1.253   0.818
    13     7    17     6   1.326   0.785
    13     7    17     7   0.930   0.397
    13     7    17     8   0.773   0.328
    13     7    17     9   0.691   0.400
    13     7    17    10   0.913   0.504
    13     7    17    11   0.952   0.379
    13     7    17    12   0.843   0.420
    13     7    17    13   0.858   0.359
    13     7    17    14   0.854   0.634
    13     7    17    15   0.523   0.658
    13     7    17    16   0.625   0.366
    13     7    17    17   0.873   0.273
    13     7    17    18   0.867   0.291
    13     7    17    19   0.697   0.336
    13     7    17    20   0.560   0.350
    13     7    17    21   0.474   0.482
    13     7    17    22   0.599   0.284
    13     7    17    23   0.451   0.121
    13     7    18     0   0.441   0.145
    13     7    18     1   0.490   0.138
    13     7    18     2   0.507   0.110
    13     7    18     3   0.532   0.122
    13     7    18     4   0.563   0.120
    13     7    18     5   0.559   0.110
    13     7    18     6   0.604   0.176
    13     7    18     7   0.558   0.118
    13     7    18     8   0.468   0.148
    13     7    18     9   0.697   0.205
    13     7    18    10   0.848   0.223
    13     7    18    11   0.738   0.351
    13     7    18    12   0.674   0.363
    13     7    18    13   0.727   0.567
    13     7    18    14   0.725   0.640
    13     7    18    15   0.500   0.430
    13     7    18    16   0.361   0.524
    13     7    18    17   0.427   0.496
    13     7    18    18   0.547   0.368
    13     7    18    19   0.805   0.449
    13     7    18    20   0.988   0.386
    13     7    18    21   0.921   0.365
    13     7    18    22   0.946   0.282
    13     7    18    23   0.621   0.261
    13     7    19     0   0.584   0.398
    13     7    19     1   0.603   0.285
    13     7    19     2   0.567   0.275
    13     7    19     3   0.566   0.232
    13     7    19     4   0.543   0.159
    13     7    19     5   0.521   0.216
    13     7    19     6   0.660   0.367
    13     7    19     7   0.716   0.409
    13     7    19     8   0.721   0.321
    13     7    19     9   0.916   0.386
    13     7    19    10   1.083   0.396
    13     7    19    11   0.990   0.319
    13     7    19    12   0.923   0.298
    13     7    19    13   0.973   0.277
    13     7    19    14   0.797   0.300
    13     7    19    15   0.692   0.285
    13     7    19    16   0.721   0.333
    13     7    19    17   0.676   0.393
    13     7    19    18   0.661   0.586
    13     7    19    19   0.560   0.466
    13     7    19    20   0.477   0.578
    13     7    19    21   0.485   0.476
    13     7    19    22   0.491   0.182
    13     7    19    23   0.492   0.256
    13     7    20     0   0.420   0.098
    13     7    20     1   0.502   0.092
    13     7    20     2   0.463   0.111
    13     7    20     3   0.500   0.333
    13     7    20     4   0.532   0.116
    13     7    20     5   0.511   0.136
    13     7    20     6   0.545   0.143
    13     7    20     7   0.536   0.104
    13     7    20     8   0.627   0.141
    13     7    20     9   0.775   0.145
    13     7    20    10   0.804   0.145
    13     7    20    11   0.920   0.131
    13     7    20    12   0.874   0.224
    13     7    20    13   0.945   0.270
    13     7    20    14   0.770   0.199
    13     7    20    15   0.488   0.280
    13     7    20    16   0.396   0.280
    13     7    20    17   0.453   0.176
    13     7    20    18   0.371   0.255
    13     7    20    19   1.660   1.863
    13     7    20    20   1.139   1.172
    13     7    20    21   0.908   0.521
    13     7    20    22   1.014   0.555
    13     7    20    23   0.730   0.499
    13     7    21     0   0.812   0.566
    13     7    21     1   0.650   0.304
    13     7    21     2   0.832   0.248
    13     7    21     3   0.607   0.195
    13     7    21     4   0.630   0.309
    13     7    21     5   0.761   0.250
    13     7    21     6   0.469   0.762
    13     7    21     7   0.361   1.078
    13     7    21     8   0.362   0.203
    13     7    21     9   0.335   0.154
    13     7    21    10   0.466   0.195
    13     7    21    11   0.659   0.424
    13     7    21    12   0.656   0.414
    13     7    21    13   0.696   0.487
    13     7    21    14   0.670   0.655
    13     7    21    15   0.506   0.994
    13     7    21    16   0.516   1.085
    13     7    21    17   0.550   0.919
    13     7    21    18   0.587   0.958
    13     7    21    19   0.562   1.403
    13     7    21    20   0.623   1.012
    13     7    21    21   0.606   0.210
    13     7    21    22   0.446   0.284
    13     7    21    23   0.387   0.323
    13     7    22     0   0.420   0.305
    13     7    22     1   0.424   0.278
    13     7    22     2   0.453   0.193
    13     7    22     3   0.437   0.185
    13     7    22     4   0.334   0.111
    13     7    22     5   0.427   0.145
    13     7    22     6   0.549   0.127
    13     7    22     7   0.559   0.090
    13     7    22     8   0.415   0.068
    13     7    22     9   0.463   0.125
    13     7    22    10   0.527   0.122
    13     7    22    11   0.775   0.100
    13     7    22    12   0.557   0.107
    13     7    22    13   0.382   0.391
    13     7    22    14   0.765   0.211
    13     7    22    15   0.611   0.141
    13     7    22    16   0.576   0.147
    13     7    22    17   0.661   0.168
    13     7    22    18   0.574   0.287
    13     7    22    19   0.387   0.159
    13     7    22    20   0.381   0.135
    13     7    22    21   0.371   0.088
    13     7    22    22   0.332   0.135
    13     7    22    23   0.339   0.144
    13     7    23     0   0.343   0.138
    13     7    23     1   0.334   0.102
    13     7    23     2   0.304   0.160
    13     7    23     3   0.334   0.171
    13     7    23     4   0.193   0.141
    13     7    23     5   0.155   0.273
    13     7    23     6   0.302   0.286
    13     7    23     7   0.299   0.188
    13     7    23     8   0.443   0.211
    13     7    23     9   0.511   0.167
    13     7    23    10   0.590   0.168
    13     7    23    11   0.903   0.194
    13     7    23    12   0.805   0.188
    13     7    23    13   0.796   0.201
    13     7    23    14   0.641   0.242
    13     7    23    15   0.532   0.224
    13     7    23    16   0.492   0.275
    13     7    23    17   0.600   0.264
    13     7    23    18   0.833   0.640
    13     7    23    19   0.730   0.279
    13     7    23    20   0.530   0.213
    13     7    23    21   0.845   0.264
    13     7    23    22   0.465   0.329
    13     7    23    23   0.548   0.193
    13     7    24     0   0.538   0.186
    13     7    24     1   0.525   0.224
    13     7    24     2   0.726   0.312
    13     7    24     3   0.747   0.203
    13     7    24     4   0.794   0.233
    13     7    24     5   0.643   0.193
    13     7    24     6   0.605   0.122
    13     7    24     7   0.548   0.142
    13     7    24     8   0.475   0.131
    13     7    24     9   0.680   0.258
    13     7    24    10   0.683   0.206
    13     7    24    11   0.489   0.266
    13     7    24    12   0.522   0.229
    13     7    24    13   0.487   0.259
    13     7    24    14   0.393   0.245
    13     7    24    15   0.376   0.184
    13     7    24    16   0.302   0.249
    13     7    24    17   0.421   0.267
    13     7    24    18   0.457   0.275
    13     7    24    19   0.419   0.370
    13     7    24    20   0.536   0.283
    13     7    24    21   0.506   0.297
    13     7    24    22   0.351   0.226
    13     7    24    23   0.441   0.243
    13     7    25     0   0.463   0.162
    13     7    25     1   0.372   0.152
    13     7    25     2   0.419   0.283
    13     7    25     3   0.528   0.367
    13     7    25     4   0.507   0.266
    13     7    25     5   0.505   0.223
    13     7    25     6   0.589   0.347
    13     7    25     7   0.733   0.297
    13     7    25     8   0.694   0.277
    13     7    25     9   0.696   0.243
    13     7    25    10   0.637   0.183
    13     7    25    11   0.554   0.232
    13     7    25    12   0.485   0.231
    13     7    25    13   0.476   0.203
    13     7    25    14   0.477   0.129
    13     7    25    15   0.440   0.143
    13     7    25    16   0.427   0.081
    13     7    25    17   0.457   0.112
    13     7    25    18   0.387   0.120
    13     7    25    19   0.418   0.178
    13     7    25    20   0.362   0.178
    13     7    25    21   0.366   0.119
    13     7    25    22   0.418   0.130
    13     7    25    23   0.327   0.235
    13     7    26     0   0.344   0.163
    13     7    26     1   0.423   0.130
    13     7    26     2   0.305   0.148
    13     7    26     3   0.307   0.135
    13     7    26     4   0.313   0.093
    13     7    26     5   0.280   0.169
    13     7    26     6   0.319   0.130
    13     7    26     7   0.332   0.107
    13     7    26     8   0.383   0.124
    13     7    26     9   0.395   0.161
    13     7    26    10   0.495   0.139
    13     7    26    11   0.551   0.162
    13     7    26    12   0.445   0.196
    13     7    26    13   0.782   0.212
    13     7    26    14   0.820   0.253
    13     7    26    15   0.488   0.269
    13     7    26    16   0.473   0.576
    13     7    26    17   0.447   0.421
    13     7    26    18   0.479   0.348
    13     7    26    19   0.468   0.393
    13     7    26    20   0.313   0.389
    13     7    26    21   0.353   0.394
    13     7    26    22   0.380   0.946
    13     7    26    23   0.517   0.626
    13     7    27     0   0.511   0.346
    13     7    27     1   0.468   0.359
    13     7    27     2   0.499   0.399
    13     7    27     3   0.480   0.256
    13     7    27     4   0.439   0.372
    13     7    27     5   0.475   0.258
    13     7    27     6   0.580   0.144
    13     7    27     7   0.674   0.127
    13     7    27     8   0.737   0.187
    13     7    27     9   1.108   0.300
    13     7    27    10   1.271   0.425
    13     7    27    11   0.840   0.916
    13     7    27    12   0.669   0.561
    13     7    27    13   0.678   0.426
    13     7    27    14   0.696   0.166
    13     7    27    15   0.698   0.246
    13     7    27    16   0.611   0.178
    13     7    27    17   0.636   0.273
    13     7    27    18   0.627   0.343
    13     7    27    19   0.599   0.290
    13     7    27    20   0.498   0.297
    13     7    27    21   0.448   0.233
    13     7    27    22   0.426   0.328
    13     7    27    23   0.516   0.330
    13     7    28     0   0.712   0.581
    13     7    28     1   0.829   0.532
    13     7    28     2   0.470   0.284
    13     7    28     3   0.584   0.361
    13     7    28     4   0.579   0.439
